contract,args,call_1,call_2,callable_more_than_once
5e23820ef39d9eeb42b5e7f0833b0303a9a4b11b55e43b05584355e173c411fa.wasm,"bytes[32], address, address, 42316, 56769, 983734, address, 698568, 070","Error(Storage, MissingValue)","Error(Storage, MissingValue)",unknown
5ecedfd009f076eb26e32cebed132f43fcdaef1c1afc873759a0e13f7e4f918e.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
5f282727241236895dcb33542ca855badf0b5c7027b05ad9a3f19bf28e185afd.wasm,"address, address, {icon_governance:  upgrade_authority: address xcall: address}, [43], []",ok,"Error(Contract, #3)",no
5fb4102e0e08593eb91c7c6139efb0bdbc8302ab3012f253d06c39168773bae8.wasm,"address, address, 316646","Error(Contract, #12)","Error(Contract, #12)",unknown
5fc4441a1f114f0d2e52578bafd95f56f2f2b67751cc08961a690b80e6fd61f9.wasm,"address, address, address, address","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
5fd9b2dff5d1273980f75c1dad48aff77ad95eff3d7278994bfb59803fdbad04.wasm,address,ok,"Error(Contract, #3)",no
60332ba12801eda65874e9afdbfdf8d114f56011fe7d1f902103cd7767c547d4.wasm,"address, address",ok,"Error(Contract, #1)",no
603cf5fcd9a116855e530bab77877b0e6fbd48f767824908f8eed7b3491bee47.wasm,"address, address",ok,"Error(Contract, #2)",no
606b6c95ae37aa0d0dc763d67f3073e1ee58371222715ab6e3c55fd62af61659.wasm,"address, 520765",ok,ok,yes
6086307a98dfe02cf67874c8bdfa5fcdcb3354ecad2cf23eca0add65bb4ff9ca.wasm,,ok,"Error(Contract, #2)",no
60e5a17111ae7f33b3c626e0f9e1cdf0b609e0e8bd77e8bcf3578a6ebcbd6543.wasm,"address, bytes[32], [address address], 843810","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
60eb6b4b9159841d074b81d8555c20a94db4c0473ef405eee116f2f072f88416.wasm,"address, address, address, address, address, [address address address]",ok,"Error(WasmVm, InvalidAction)",no
61079ef75168714c8472d492313197c7b8f8375832f060c0e186d140b13c5c6b.wasm,"address, address, 667927, 76055, {alpha: 174443 initial_rate: 725646 max_rate: 801630 scaling_coeff: 131372}","Error(Contract, #401)","Error(Contract, #401)",unknown
6157296d6d43c9a66d1be3d9c20439a1aa98a34ba9cd9e62177709aecd79a56e.wasm,"address, address, address",ok,"Error(Contract, #1)",no
617e436d99269ef361e2dbcce398a4fffc6b170a5d110ef84fbd99716504239b.wasm,"address, [address address address address [address address] address], address, bytes[32], [], [647331 210587]","Error(Contract, #2001)","Error(Contract, #2001)",unknown
61a8c28007732dc52bbbb2c8aa3b880c839594ad45ab85de1fab671bbcae9b0e.wasm,address,ok,"Error(Contract, #3)",no
61dcbacf1b941740ae2f332ba25f9d6c924092f47ece5302e0ec518d1f322ed4.wasm,"address, address",ok,"Error(Contract, #103)",no
61fcaa95e0aee0d9b0c0cc4c1247e1088cb961f3f557fcdf7ab3f7abe97ad43b.wasm,"address, address",ok,"Error(WasmVm, InvalidAction)",no
6203d68fa729d303b69113e8d95d2ece3c0aeebe8f6eb2542500afc0efbd838a.wasm,"address, address, jk, rq","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
622739940e49192c25287ae4a4a54b95bf595d51b3fc46184772b978b77ae33d.wasm,"address, address, address, address, address, []",ok,"Error(WasmVm, InvalidAction)",no
62390cd3fba43a2ee0cf349da3e186b59e8e5338c71d57114256e184e418ca45.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
62725bc1eca1a53f9120caff6590a6f354ea7d7fe7bb0877318111085eefd982.wasm,address,ok,"Error(Contract, #2)",no
6273b6eee1ca533dc40ed557e90dd81825d15ed0a79317bceea79940ade0acaa.wasm,"address, address, address, address, 557606","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
62b298663e3e1a906ff35d7647095de3129c689f60bcd651d1a3fa64d70e63d8.wasm,"address, address, {icon_governance: ktw upgrade_authority: address xcall: address}, [g m i97], []",ok,"Error(Contract, #3)",no
62f61b32fff99f7eec052a8e573c367759f161c481a5caf0e76a10ae4617c3b4.wasm,"address, address, address, address, address, []","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
630bc19134e656667f059971536ad90e43b2499804aeab8aec5c7c5690614e83.wasm,"address, address",ok,"Error(WasmVm, InvalidAction)",no
630d8880b70b7811ee756fe6a3212022e970b0d18fdef370c516ffe98d30b4aa.wasm,"address, address, address","Error(Contract, #1)","Error(Contract, #1)",unknown
637df77d12c8e666032990e94158ccf133369fc1f04569a87d252622e1accf33.wasm,"address, address, address, address, address",ok,"Error(Contract, #2)",no
63a0f2a7d1b44b029cbfffffdedaf5d0466f7666f5e122eadc20d902c2f1a0f8.wasm,"address, [address address address address [address address address] address], address, bytes[32], [address], 578573, [347044 569875]","Error(Contract, #2003)","Error(Contract, #2003)",unknown
63d95c0dd0c042c283a09013cec8e36a0731fe75a97165c98954928122bd11a8.wasm,"address, address, address, address, address, {downvote_ice_token: address govern_ice_token: address ice_token: address upvote_ice_token: address}, address, 283256",ok,"Error(Contract, #2)",no
64ef0bc6962f06546c0e00a11877c869d78c08043f79d50ee2c09cb1b837c477.wasm,"address, [address address address address [address address address]], address, bytes[32], [], 113161, 320004","Error(Contract, #2003)","Error(Contract, #2003)",unknown
651d94293fba14b5534fad59d7d30dec4f8abff50489dbf418b21e03e5b7fdc6.wasm,address,ok,"Error(Contract, #402)",no
653ec64cecdcb96308de4b8e2367606ca43c30529312f0e7a2e6fa95d0478d60.wasm,"address, 325123, am4, c","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
66941a8ceb262cf8e8227e573dfd80486820abf2a89423b7fc06c10be4ec723e.wasm,"address, 111979, fta, 3zl","Error(Contract, #605)","Error(Contract, #605)",unknown
66b3c51dc6e3c4250e6e5e45cf2bef463df6895f4deffe99f3a6eb52d8cad964.wasm,"address, address, address, address, address, {downvote_ice_token: address govern_ice_token: address ice_token: address upvote_ice_token: address}, address, 316501",ok,"Error(Contract, #2)",no
66d27fbdd4477eecd2a8d60752b19e3c78056e4216afcf4ba9446243941b75a8.wasm,"address, address, address, address, address, address",ok,"Error(Contract, #9)",no
66e25b075aac163445934c3d197965d4ad3ad332ae934108173a0ee83baf25a2.wasm,"address, address, address, address, address, address",ok,"Error(WasmVm, InvalidAction)",no
66ee47c4c9d92d4e92eebc1971fb635d769dd8812744e2b651ef48c3f8bcaecd.wasm,"address, address",ok,"Error(WasmVm, InvalidAction)",no
67198f14bac70b8ceaefa761b7b811a16e4615e98cfdd40d5776519b7ba8da0e.wasm,"address, {alpha_g1: bytes[64] beta_g2: bytes[128] delta_g2: bytes[128] gamma_g2: bytes[128] ic: [bytes[64] bytes[64]]}",ok,"Error(Contract, #4)",no
67338d2e0e987936a5b718a3fabf40dec74c9334cd9982528503d486510d90be.wasm,"address, address, 915626, 69372, address, address, 16085",ok,"Error(Contract, #1)",no
6737c2d687a21643495d20f84fbcd10e76ca08c92d4c2e494c24829456abb837.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
6762274af104a393279fec043126682779654c23d35314b59f1508b55f080da1.wasm,"address, , ",ok,"Error(WasmVm, InvalidAction)",no
676b4c9260b694aaf448639f581de3bd4dc71b4553d03fc457b63fbc9a9d55fb.wasm,"address, address, 942923, address, 698763",ok,"Error(Contract, #2)",no
67a5d3f216b4ad95bbe63514935a2346b0e3db69cc8ae02cfe81f5ab21b0bb84.wasm,"address, r8a, , address, 623423, , 953806",ok,"Error(WasmVm, InvalidAction)",no
67a5f23155040d633384e146e5f59ac10b9e68a6ff46cec983e4b05a9e027c77.wasm,"address, address, address",ok,"Error(Contract, #27)",no
67d066d9daf1fa6e33191548a61068d1e20f5427482ae923d4a7c8b0d51efaf2.wasm,"address, address, 168646, false, address",ok,ok,yes
67f18d2e5acbc1d316fd16698a887cb732386c6a8d606638fda3f840759f4823.wasm,address,ok,"Error(Contract, #2)",no
684580d7c3c2f2f7e2d85072ad695be32787570be0e3aaccee9f19c8b1756c48.wasm,"address, address",ok,"Error(Contract, #4)",no
6852adf6f78315fa368c77f260d4943d3f0ae7032f63267426639d499bc5a39f.wasm,"address, 999784",ok,ok,yes
68751cc711c68f2f41ae3690d8975107e758f8ab0fec63780e0bf60a5ab9ee06.wasm,"address, address, address, address, address",ok,"Error(WasmVm, InvalidAction)",no
6879e50db141f6a2b281375e871869dcff02c935f32da13330aa2ed7738b1f19.wasm,"address, address",ok,"Error(Contract, #8)",no
687c1c4ff91e363c65343b0ba748179ac24e1d62ca77e8813476cb70aaa3458d.wasm,"address, address, address, address, address",ok,"Error(Contract, #1)",no
6890f00ee44367eb94f390c7d93ea5c92825313e3716784a9dc26b86b2d45188.wasm,"address, address, address, address",ok,"Error(Contract, #1)",no
68ee3f8fd6c153ba96fc6fdd0fbcab80fd16d301c231928307acc51903885fc3.wasm,"address, 574941, t, soi","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
68fa8f09c7b16b08d043f7e4fb1edffb47fe0aaffcb37c3cbc8b86d1be4fd515.wasm,"address, address, 963420",ok,"Error(Contract, #1)",no
693c54a3acb11cd87fd707805c9ef5ef967c874441b2431ab7fce60a6b7677b0.wasm,[{address: address index: 378770 share: 401974} {address: address index: 510514 share: 225752} {address: address index: 246131 share: 408972}],ok,"Error(Contract, #402)",no
695da0050d5481fe1a1dc0edc94792223b4a152b80f8a1e360ec05a773c06196.wasm,"address, address, address, 81649, address, address",ok,"Error(Contract, #5)",no
697ae975fc32a2f25092b0979a3fff887a631a114044bcc90085b7f9c632076f.wasm,"address, address, 539999, 784470",ok,"Error(Contract, #13)",no
69da8179d8caa50bda8b51c3698e502bf65f03b080c550454159b448b853cfa9.wasm,"address, address, address, address","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
6a2feb8065c1858db5e767139f71b75cf5f6ae1c157141377411e02f2a98ff6c.wasm,{admin: address collection_data: {fee: 143059 fee_asset: address wasm_hash: bytes[32]} open_edition_data: {fee: 418910 fee_asset: address wasm_hash: bytes[32]} platform_share: 93310 safe_transfer_contract: address vending_data: {fee: 25776 fee_asset: address wasm_hash: bytes[32]} whitelist_data: {fee: 229249 fee_asset: address wasm_hash: bytes[32]}},ok,"Error(Contract, #1)",no
6a433cd05fd11dabb3e712efbbc1fd017791b1507d7c9e9b5c6cc96a4b9492ea.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
6a4e054cac529c7049803bf751394a06fe9b60e13e9031dff454c56eefe307a6.wasm,"address, address, address","Error(Contract, #2)","Error(Contract, #2)",unknown
6ac2f94e19146bedb76c356ccd5af6450f1073891e5915457076836b8f887cca.wasm,"address, address, address, address, address, address",ok,"Error(WasmVm, InvalidAction)",no
6ad1439a0e8a63f2054dba8caf49209285a264495df5ef501b22c618b220d470.wasm,"address, address",ok,"Error(WasmVm, InvalidAction)",no
6add8b6ae6d23f23de1b40a6ca52d7dd572f2b2ddee46e029ed8713c528389d3.wasm,{accountant: address admin: address asset_manager: address config_cooldown_secs: void deposit_fee_bps: 959390 deposit_whitelist_enabled: void downside_cap_bps: 667834 emergency_withdrawal_cooldown: void fee_change_cooldown_secs: void guardian: void initial_price: void management_fee_bps_per_year: 119119 manager: address max_deviation_bps: void max_price_staleness_secs: void max_shares_per_user: 664411 max_total_idle: 874875 max_total_shares: void min_shares_to_mint: 587225 name: 8et oracle: address price_acceptance_cooldown_secs: void price_update_cooldown_secs: void processor: address role_change_cooldown_secs: 846126 share_decimals: 917718 swap_fee_bps: 84475 symbol: em system_penalty_bps: 861736 underlying_mint: address upgrader: void withdraw_fee_bps: 704114 withdrawal_ttl_secs: void withdrawal_whitelist_enabled: false},"Error(Contract, #40)","Error(Contract, #40)",unknown
6b1e7b98bd136e5482654d14e365ce633573ef9c3e83e8f67b006cbf7645ff1c.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
6b35ee2504b4781dd8eefab0920968485fcffabeb02b768d9eb6da3c2821f215.wasm,address,ok,ok,yes
6b486eb3a11fb9852821e82eb01b894121bf3fcd534d41b3f76f73ab17246324.wasm,address,"Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
6b6c191902bc48bbe4b4611ff87c9906c2ff15630fa2c32f8497833da2b86783.wasm,"address, 546557, 533614, 865680, 728301",ok,"Error(Contract, #27)",no
6b870017bca9322c8121ff0ac65f7175f7b18ff0f0a702902ebb938ab1ea12f8.wasm,"address, address, address, address, address, address","Error(Contract, #9)","Error(Contract, #9)",unknown
6b9ef0f570e482869fc5b42bad0e045a20c0c813bdd9e2fd25849dcf62919535.wasm,"address, 900781",ok,ok,yes
6ba93bf4a5b385b6d0846e2679a53b6627c678492165b006afcae06cd57b8820.wasm,"address, address, address, address, address, bytes[32]",ok,"Error(WasmVm, InvalidAction)",no
6bb812ad7afd52c363fafdc05fb7d4c996051113037261341702e9e737e29b4d.wasm,{content_type: 0 content_url:  created_at: 873020 creator: address deadline: 915700 metric: 2 min_bet: 859148 oracle: address platform_fee_bps: 103209 resolution_deadline: 808955 threshold: 88006 token: address},"Error(Contract, #13)","Error(Contract, #13)",unknown
6bcd873c62564c2872dc60e833fb90b49882e76a4e31161b6314744b81c6d3de.wasm,"address, [address address], 446731, 712290, 140744, 489595","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
6beba0da35a8458b5d0b819f5db98d3aed2a1489e2ec9ea0441c3ed565ca665f.wasm,address,ok,"Error(Contract, #2)",no
6c080f2f541bd4117f7480f20ad0ffc94abac1bc6fbf05bbb3e1c7eef9cce77e.wasm,"address, 833941, , vd","Error(Contract, #605)","Error(Contract, #605)",unknown
6c23f6ffb33a207b54043a9b255313be228702dea4b82a76b57d292272f335cf.wasm,"address, address, address",ok,"Error(Contract, #12)",no
6c3436c781e84d1f50221c50d8344e3710c446fd74515aeef0fad1a3193eb9bc.wasm,"address, 476738, bytes[3], address, address",ok,"Error(Contract, #41)",no
6c3707e9ff8a9ad0ecf595aeebb531b97c1d53351b82a694186707dde1f1d0c8.wasm,"address, address, address, address, address, address, address",ok,"Error(WasmVm, InvalidAction)",no
6c47b86b587e898b527c93c75bfb13956a3a791b321ec98de6a781951fc175b3.wasm,"address, address",ok,"Error(Contract, #1)",no
6c49b117008fc835a24fe932c85228c63ca6f5c2fd4511d728a164a913067d21.wasm,address,ok,ok,yes
6c591b8fe50ac60c2959f0ede4c3e430c74aa297abc69234d6383076712d4f7d.wasm,"address, address",ok,ok,yes
6c6224428fdbfd6194d861f5948298183630985eb9dac67646b7bf63b8f793fb.wasm,"address, address",ok,"Error(Contract, #1)",no
6c78a6b1ced100fdab17b249808b371b2c2ba49d2bd25843a2e9b51b80379658.wasm,"address, 3105, address, 666980, address, 687338, address","Error(Contract, #409)","Error(Contract, #409)",unknown
6c83fa459352917c32ba2877a4f2e9c887ff866ec10b4a68c968d0aefd5dc8b3.wasm,"address, address",ok,"Error(WasmVm, InvalidAction)",no
6ca534f4b6fa978460b9259d3c5b3168b92315bfee7cc38d799d8cdb88910701.wasm,address,ok,"Error(Contract, #3)",no
6d6567610a6e51124707b379b7dbe14f2a60fb81669321272a203140dc4674ec.wasm,"address, address, address",ok,"Error(Contract, #2)",no
6dba0f1f8be9035fe448ac415b3b5ec2c86a0c969c271d09c0afd328249a0529.wasm,"address, qsi, 058",ok,"Error(WasmVm, InvalidAction)",no
6e00a774d7ad80e70d4243049c23be3a8f7159dcb2a1da540140c0fee9fa6fa1.wasm,"address, address, address",ok,"Error(Contract, #2)",no
6e2d8d51b66b6ec7d136dca948d8fc0c550eb18a7d6b4d10be8e2cad2e93ee67.wasm,address,ok,ok,yes
6e370b607e3ce105ae9280aa5d4953c9a08c9ef29e22d59bc6dcc58d719dce63.wasm,"address, address, address, address, address, {downvote_ice_token: address govern_ice_token: address ice_token: address upvote_ice_token: address}, address, 325246",ok,"Error(Contract, #2)",no
6e3ed4df39ddd1c4992dcb71a5ce7c65a166ef6477b839108384a5124402c171.wasm,"address, address",ok,"Error(WasmVm, InvalidAction)",no
6e9897a0d084a6b0fb13bc719263ad808718b4417c12b6b314c1536297a46f71.wasm,"s, address",ok,"Error(Contract, #402)",no
6edb49620c7bb90745dac6645f17f2adb6b03ab00359897d8bcb93da58980479.wasm,"address, 712121, address",ok,"Error(Contract, #7)",no
6f1e0e6673fa7e200ba67e2aedb0776eae831d87a4d926ea34dbfb9cd472d2d2.wasm,"address, w7","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
6f6514d775b00c37af674b80e9c8f54505c631f10366a95c5a2c33c43517080c.wasm,"address, address, address, address, address, address","Error(Contract, #9)","Error(Contract, #9)",unknown
6f90cb9a0ee81cff03ef4aec7dbbea75eb065e79e6718d9ec27830459531e396.wasm,"address, address, address",ok,ok,yes
6f9bcebefe68ff5ad6a25c45eae9cf26f0f160887c4dc04887c3c9b31ce5f86a.wasm,"address, address, address, 505439, 933955, 180147, [545317 544849]",ok,"Error(Contract, #103)",no
6f9ffff186d9a15c293a08355dd576d9ad3198aa8f0f2c8bbbeaf3e522882c30.wasm,"address, address",ok,"Error(Contract, #2)",no
6fd2e807c8b3c046420813b263f6476b35760908bcd656f5ee22c563d86000ba.wasm,"891650, 950134, address, 915615, 77833, address, address, l, pi, address","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
6ffe4269e914944be872263d34cfde5b48b405673e569cd15407b7e7f25ffad9.wasm,"830861, 393154, address",ok,"Error(WasmVm, InvalidAction)",no
701026cce8d7f6fed4166eefc934be7dc104ed5a4c6d063064e68d3ef6ea93a2.wasm,"address, address, 519303",ok,"Error(Contract, #1)",no
7033b8d936f3ba50cf294bb3388afffd18a404201c972e404d14dcf789636123.wasm,"address, address, w8, d","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
70476567ae54585647c305036b2a8e375fff492ad06e38c3687d0cbbed136433.wasm,"address, address, address",ok,"Error(Contract, #1)",no
7086ee641b3e5ffc0259d95eb560f0c540dbeb13ea05892eb2af6f0236785ebf.wasm,"address, address, address",ok,"Error(WasmVm, InvalidAction)",no
708cc40d6e46fc5134a76b914220b4694bee8f13e0b8b2cccd7aaadea19b457c.wasm,"address, 886827, 9c, jtk","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
711d045cec39bfd1e697ec9170f46213d59703e8fb241333f1eac41c20f22d64.wasm,"address, 744785, address, 743141",ok,"Error(Contract, #8)",no
713a288d91e84897d48a42bfc56aa67874c2b91a18470136bb7064808e660d88.wasm,"address, address",ok,"Error(Contract, #2)",no
717d58eea5f3c7c81f9d11b47a329fb958472e78fb52d549fd8ae30497eeaa34.wasm,"address, y, o",ok,"Error(Contract, #1)",no
717ee2cce34c980317646c6631933e508ed93ac43f28878ee41b23a9b48df028.wasm,"address, address",ok,"Error(Contract, #2)",no
7187ca902c58f14fea132ddf77316aa62924b1680d450930b15ea4e33f0a57ba.wasm,address,ok,ok,yes
718cdb86a1fc7371720032795f849a28223478e08e5405896aaa63d59ce0eacf.wasm,{admin: address base_token_uri: ut collection: address minted_total: 960770 num_tokens: 101492 payment_address: address platform_fee: {payment_address: address share: 961990} safe_transfer_contract: address stages: [{access: [Whitelist address] asset: address duration: 960323 max_per_wallet: 416093 price: 648752 title: }] start_time: 584927},"Error(Contract, #2)","Error(Contract, #2)",unknown
71dce837c7f53131d16c744a78705bb5794bfe13da2954f8e8cb41ee8526a77b.wasm,address,ok,"Error(Contract, #2)",no
721badb85470a81d9d0a1c72dd0debb37f5f268419d4b94d125e546cc32d350e.wasm,"address, bytes[32], bytes[32], bytes[32], bytes[32], bytes[32], [address address], 590648","Error(Storage, MissingValue)","Error(Storage, MissingValue)",unknown
727192d1a0dd42342cd1aa7a2f8832688a578d28a8d486c01b715d7a48a76008.wasm,,"skipped: cannot register: Error(Context, InvalidAction)",,
7273bcec1841fc67bdb486aac92d76ca8d0f339b4d916b5e1c7a818d5ee9bc41.wasm,"address, 576954, , exo","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
728deb80a6064c035edb7c30b3acc990915208d39c0603570077a39fb9985fff.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
72acff3c98c3670a06bd20c7a6f04b6676e1e12a06dad46d7e588ab55c3765c4.wasm,"a, fx, 210701",ok,ok,yes
72bc9922dfcd0cc4fb825bf7f6e28358a33b8cc743586717b8687923f816670d.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
72bd2987e304a02d6ac9f0aba414a71a99849e2e5eebbee6458e894fa6544488.wasm,"address, address, address","Error(Contract, #1)","Error(Contract, #1)",unknown
72c7c2c8d832324060d14e02ec50a942a40e669a39429c351b04b8eab52a38b9.wasm,"address, 292331",ok,"Error(WasmVm, InvalidAction)",no
